State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,Temperature(°C),Humidity(%),FarmExperience(Years),NumWorkers,CreditAccess,ExtensionServices,PreviousYield(tons/ha),YieldCategory,Rainfall(mm)_log,SoilPH_log,Fertilizer(kg/ha)_log,Pesticide(L/ha)_log,DistanceToMarket(km)_log,PlantingDensity(plants/ha)_log,ActualYield(tons/ha)_log,FarmSize(Hectares)_log,FarmAccessComfort,EnvironmentComfort,SoilIndex,IncreaseRate
Taraba,Maize,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,34.0,83.5,20,1,1,0,1.54,Low,6.16,1.95,5.008,1.543,3.463,10.928,0.967,1.545,0.446,0.407,0.885,1.54
Yobe,Cowpea,Dry Season,Silt,Rain-Fed,Flood,No,Yes,Yes,25.5,66.5,11,4,0,0,4.76,Medium,6.733,2.239,4.609,1.957,3.144,10.728,1.369,0.207,0.066,0.383,0.983,1.19
Gombe,Millet,Dry Season,Clay,Mixed,Flood,No,Yes,Yes,28.7,51.0,8,5,1,1,2.49,Medium,6.968,1.996,4.517,1.879,3.001,10.925,1.384,0.095,0.032,0.563,1.07,0.498
Bauchi,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,Yes,22.6,39.7,20,4,0,0,1.43,Medium,7.338,1.818,4.43,1.619,3.339,10.572,1.477,1.662,0.498,0.569,1.174,0.358
Jigawa,Yam,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,33.5,69.0,24,5,1,1,2.17,High,6.836,2.003,4.817,1.826,3.754,11.232,1.737,0.513,0.137,0.486,1.002,0.434
Sokoto,Millet,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,24.9,96.9,15,5,0,0,3.46,Medium,6.626,1.842,4.099,0.871,0.693,10.835,1.495,0.501,0.723,0.257,1.115,0.692
Zamfara,Millet,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,No,38.8,99.0,8,6,0,1,1.02,Medium,6.417,1.905,4.162,2.049,2.573,11.012,1.435,1.163,0.452,0.392,1.058,0.17
Sokoto,Rice,Dry Season,Clay,Mixed,Flood,Yes,No,No,31.4,93.6,5,5,1,1,2.52,Low,6.51,1.828,4.091,0.0,2.442,10.818,1.241,0.095,0.039,0.335,1.1,0.504
Kaduna,Maize,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,Yes,31.1,61.0,12,4,1,0,4.27,Medium,6.281,1.924,3.203,1.284,3.497,10.847,1.437,1.235,0.353,0.51,1.225,1.068
Gombe,Sorghum,Dry Season,Loamy,Rain-Fed,Drip,No,Yes,Yes,28.34,54.7,7,1,0,0,2.76,Medium,6.857,1.946,2.981,0.967,3.608,10.842,1.571,1.701,0.471,0.518,1.392,2.76
Kano,Soybean,Dry Season,Loamy,Irrigation,Flood,No,Yes,Yes,34.9,73.7,10,1,1,0,1.62,High,6.902,1.949,4.385,1.543,3.122,10.687,1.866,2.093,0.67,0.474,1.09,1.62
Benue,Cassava,Rainy Season,Sandy,Irrigation,Drip,No,Yes,No,30.5,76.7,19,4,1,0,1.02,Low,6.586,1.821,4.282,1.654,3.049,10.985,1.953,1.763,0.578,0.398,1.079,0.255
Sokoto,Wheat,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,No,Yes,25.9,75.6,10,5,1,0,3.07,Medium,6.66,2.001,3.949,1.281,3.011,10.833,1.353,1.997,0.663,0.343,1.119,0.614
Zamfara,Cowpea,Rainy Season,Sandy,Rain-Fed,Drip,Yes,No,No,24.9,62.7,15,3,1,1,2.2,Low,7.009,1.856,4.605,1.482,2.833,10.416,1.138,0.182,0.064,0.397,1.085,0.733
Niger,Millet,Dry Season,Clay,Irrigation,Flood,No,Yes,No,30.4,55.7,12,4,1,0,6.1,Medium,6.688,1.967,3.025,2.244,2.976,11.061,1.361,0.802,0.269,0.546,1.34,1.525
Jigawa,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,29.4,38.3,13,2,0,0,1.24,Medium,6.985,1.818,4.016,1.798,2.251,10.872,1.391,1.206,0.536,0.768,1.197,0.62
Benue,Millet,Rainy Season,Clay,Irrigation,Flood,No,No,Yes,35.5,50.3,15,2,1,1,2.11,Low,6.612,1.944,0.0,0.0,1.917,10.453,0.775,0.432,0.225,0.706,3.401,1.055
Adamawa,Yam,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,26.6,58.9,19,3,0,0,2.8,Medium,6.844,1.837,4.839,0.944,3.398,11.252,1.233,1.275,0.375,0.452,1.025,0.933
Benue,Maize,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,27.3,76.0,11,9,0,0,1.83,Low,7.018,1.79,4.243,1.411,0.693,11.269,0.779,0.322,0.465,0.359,1.163,0.203
Kebbi,Yam,Rainy Season,Silt,Mixed,Drip,Yes,Yes,No,34.3,58.9,4,5,0,0,1.84,Low,6.616,1.939,4.104,2.096,3.246,11.2,1.112,2.17,0.669,0.582,1.095,0.368
Sokoto,Soybean,Rainy Season,Silt,Mixed,Flood,No,Yes,Yes,25.6,47.5,11,4,0,1,3.71,Medium,6.839,1.901,3.854,1.297,2.747,11.108,1.454,1.502,0.547,0.539,1.188,0.928
Niger,Cassava,Rainy Season,Clay,Mixed,Flood,Yes,No,Yes,30.3,90.7,9,4,0,0,2.48,Low,6.326,1.962,3.182,1.569,3.55,11.233,0.975,0.798,0.225,0.334,1.23,0.62
Sokoto,Rice,Rainy Season,Silt,Irrigation,Flood,No,No,No,23.7,60.5,9,7,0,1,4.79,Low,5.991,1.615,4.792,1.306,0.693,11.122,1.147,0.385,0.556,0.392,0.935,0.684
Yobe,Maize,Rainy Season,Silt,Irrigation,Drip,Yes,Yes,Yes,30.8,88.5,16,1,1,0,3.02,Medium,6.169,1.962,2.282,0.3,3.648,10.755,1.468,0.82,0.225,0.348,1.454,3.02
Jigawa,Yam,Dry Season,Sandy,Rain-Fed,Drip,Yes,No,No,27.4,92.4,8,2,1,1,2.23,Low,6.648,1.946,4.495,2.215,0.693,10.869,1.019,0.3,0.433,0.297,1.032,1.115
Kebbi,Rice,Rainy Season,Loamy,Mixed,Sprinkler,Yes,Yes,Yes,28.2,73.3,12,1,0,0,2.42,Medium,6.946,2.032,4.56,1.558,2.303,11.172,1.581,1.278,0.555,0.385,1.054,2.42
Gombe,Wheat,Dry Season,Sandy,Mixed,Sprinkler,Yes,Yes,Yes,33.5,49.8,17,1,1,0,1.92,Medium,6.739,1.946,4.752,1.493,3.52,10.985,1.172,0.621,0.176,0.673,1.006,1.92
Bauchi,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,25.9,56.8,0,1,1,1,1.28,Medium,6.597,2.027,4.272,1.502,1.629,11.098,1.543,2.001,1.228,0.456,1.047,1.28
Gombe,Maize,Rainy Season,Sandy,Rain-Fed,Sprinkler,Yes,Yes,No,24.1,55.3,10,5,1,0,1.62,Medium,7.236,2.052,3.5,1.643,3.374,11.069,1.447,1.267,0.376,0.436,1.303,0.324
Yobe,Cassava,Dry Season,Clay,Irrigation,Flood,Yes,Yes,No,21.6,58.2,12,1,0,1,2.24,Medium,6.926,2.035,4.69,1.452,3.541,9.594,1.151,1.335,0.377,0.371,1.03,2.24
Bauchi,Groundnut,Rainy Season,Sandy,Rain-Fed,Sprinkler,Yes,No,Yes,38.8,57.2,12,2,0,0,4.57,Medium,6.737,2.072,4.739,1.611,2.688,11.273,1.426,1.078,0.401,0.678,0.989,2.285
Bauchi,Millet,Rainy Season,Silt,Rain-Fed,Sprinkler,Yes,Yes,Yes,29.5,50.1,8,3,0,0,1.84,Medium,6.916,1.91,4.468,1.668,2.955,11.023,1.348,0.604,0.204,0.589,1.084,0.613
Adamawa,Sorghum,Rainy Season,Clay,Irrigation,Flood,Yes,No,Yes,27.5,63.0,10,6,0,1,2.11,Medium,6.921,2.148,4.193,1.433,2.61,10.917,1.224,0.095,0.036,0.437,1.091,0.352
Jigawa,Cassava,Rainy Season,Loamy,Mixed,Sprinkler,Yes,No,No,24.3,62.3,22,1,1,0,3.63,Medium,6.869,2.023,4.96,1.182,3.653,11.135,1.753,0.122,0.033,0.39,0.984,3.63
Kano,Cassava,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,30.5,69.7,9,6,0,0,3.68,Medium,5.586,1.964,3.6,2.1,0.693,10.806,1.493,1.705,2.46,0.438,1.004,0.613
Zamfara,Groundnut,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,32.3,41.8,11,3,1,1,4.03,High,6.274,1.901,4.251,1.261,2.067,10.778,1.777,1.261,0.61,0.773,1.02,1.343
Yobe,Yam,Dry Season,Clay,Irrigation,Flood,No,No,Yes,23.9,59.2,5,4,0,1,0.2,Low,6.895,1.96,4.231,1.297,0.693,10.63,1.241,0.372,0.537,0.404,1.114,0.05
Jigawa,Rice,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,25.6,77.2,13,3,1,0,3.75,Medium,6.677,1.954,4.971,2.096,3.235,11.098,1.477,1.303,0.403,0.332,0.964,1.25
Taraba,Maize,Dry Season,Clay,Irrigation,Drip,No,No,Yes,23.4,60.6,20,4,0,0,3.17,Medium,7.144,1.971,3.544,1.629,3.049,11.37,1.2,2.17,0.712,0.386,1.295,0.792
Gombe,Sorghum,Rainy Season,Silt,Irrigation,Flood,No,Yes,Yes,24.3,56.7,8,2,1,1,4.23,High,7.0,1.937,4.277,0.642,2.001,10.562,1.944,0.495,0.247,0.429,1.126,2.115
Yobe,Rice,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,23.6,70.9,13,5,0,0,2.95,Medium,6.501,2.046,4.038,1.004,3.016,10.963,1.418,0.519,0.172,0.333,1.069,0.59
Taraba,Millet,Dry Season,Clay,Mixed,Drip,No,Yes,No,26.9,67.1,6,2,0,0,2.61,Low,6.752,1.932,3.863,1.758,2.879,11.035,0.61,1.343,0.466,0.401,1.165,1.305
Yobe,Sorghum,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,28.8,57.5,11,1,0,1,1.78,Medium,6.992,2.044,4.741,1.995,2.398,10.99,1.384,1.53,0.638,0.501,1.031,1.78
Sokoto,Wheat,Dry Season,Loamy,Mixed,Flood,Yes,Yes,Yes,23.1,64.3,13,4,0,0,3.03,Medium,7.096,1.98,3.793,0.548,3.567,10.607,1.244,0.642,0.18,0.359,1.229,0.758
Adamawa,Cassava,Rainy Season,Loamy,Irrigation,Flood,No,Yes,No,25.9,43.9,16,5,0,0,3.5,High,7.1,2.019,5.114,1.371,2.779,11.065,1.82,1.645,0.592,0.59,0.995,0.7
Kebbi,Millet,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,No,34.8,37.3,9,6,1,1,2.04,Medium,6.908,2.114,4.119,1.803,3.82,10.766,1.475,1.203,0.315,0.933,1.108,0.34
Bauchi,Soybean,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,No,No,31.1,68.9,12,5,1,0,4.47,Medium,7.338,1.905,4.748,0.507,3.016,11.118,1.539,0.182,0.06,0.451,1.103,0.894
Plateau,Wheat,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,31.9,76.8,5,3,1,0,2.65,Medium,6.252,1.875,3.503,2.195,3.428,10.684,1.371,0.122,0.036,0.415,1.163,0.883
Zamfara,Millet,Rainy Season,Loamy,Rain-Fed,Drip,Yes,No,No,23.0,79.4,10,5,1,0,2.99,Medium,6.834,2.026,4.029,2.122,3.135,10.907,1.404,1.051,0.335,0.29,1.129,0.598
Sokoto,Yam,Rainy Season,Clay,Irrigation,Flood,No,No,No,29.4,60.9,17,3,1,1,1.92,Medium,6.772,1.966,3.635,1.264,3.8,10.828,1.247,2.109,0.555,0.483,1.209,0.64
Yobe,Soybean,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,31.1,49.2,15,5,1,0,1.95,Medium,6.911,2.069,4.552,1.78,3.5,11.166,1.445,0.293,0.084,0.632,1.044,0.39
Plateau,Maize,Dry Season,Silt,Mixed,Drip,Yes,No,Yes,29.2,63.3,4,5,0,0,0.2,Low,6.28,2.015,4.854,1.215,2.37,11.22,1.147,0.166,0.07,0.461,0.914,0.04
Zamfara,Rice,Dry Season,Clay,Rain-Fed,Flood,No,Yes,Yes,28.7,72.8,15,1,0,0,3.21,Medium,6.754,1.988,4.354,1.396,2.721,11.006,1.52,0.668,0.245,0.394,1.065,3.21
Plateau,Millet,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,25.2,62.9,9,4,1,0,4.09,High,6.566,1.924,5.039,1.456,3.679,10.656,1.907,1.749,0.475,0.401,0.943,1.022
Benue,Wheat,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,30.4,50.5,6,4,0,0,2.99,Low,6.417,1.823,2.97,1.876,2.896,11.273,0.784,0.438,0.151,0.602,1.339,0.748
Sokoto,Yam,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,Yes,26.8,75.7,4,1,0,0,2.06,Low,7.099,2.069,4.42,1.286,0.693,10.267,1.141,0.432,0.623,0.354,1.094,2.06
Adamawa,Yam,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,30.6,62.4,5,3,1,0,3.52,Medium,7.032,1.963,3.869,1.884,2.632,9.878,1.235,0.896,0.34,0.49,1.206,1.173
Adamawa,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,25.0,81.8,17,5,1,1,0.2,Medium,6.682,2.125,4.446,0.0,3.388,10.25,1.435,2.17,0.64,0.306,1.017,0.04
Kebbi,Millet,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,27.6,65.3,6,5,0,0,1.73,Low,6.001,2.12,4.53,1.135,3.059,10.916,1.316,0.802,0.262,0.423,0.902,0.346
Zamfara,Sorghum,Dry Season,Loamy,Rain-Fed,Drip,Yes,No,No,18.2,58.6,9,5,0,0,3.69,Low,6.979,1.87,4.004,2.185,3.025,10.991,1.203,1.361,0.45,0.311,1.188,0.738
Taraba,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,26.4,46.8,8,2,0,1,2.62,Medium,6.618,2.037,4.638,1.583,3.343,10.829,1.182,0.652,0.195,0.564,0.991,1.31
Sokoto,Cowpea,Dry Season,Sandy,Mixed,Sprinkler,Yes,No,Yes,26.7,69.3,11,5,0,0,2.95,Low,6.504,1.967,4.135,1.812,2.721,11.041,0.837,0.464,0.171,0.385,1.066,0.59
Zamfara,Wheat,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,33.0,69.8,14,3,1,0,2.71,High,6.79,1.95,2.303,1.552,3.131,11.137,1.783,1.645,0.525,0.473,1.597,0.903
Zamfara,Yam,Rainy Season,Clay,Mixed,None,Yes,No,Yes,25.1,63.2,14,1,1,0,0.9,Medium,6.724,2.045,4.636,1.797,1.74,11.175,1.314,1.571,0.903,0.397,1.006,0.9
Adamawa,Rice,Dry Season,Sandy,Irrigation,Flood,Yes,No,Yes,24.4,86.5,3,2,1,1,1.86,Medium,6.733,1.915,4.248,1.953,1.459,10.444,1.34,0.405,0.278,0.282,1.092,0.93
Yobe,Yam,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,28.2,57.7,6,2,0,0,3.17,Low,5.962,1.848,4.308,1.735,1.808,10.408,0.986,0.703,0.389,0.489,0.968,1.585
Plateau,Groundnut,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,32.7,73.9,17,3,0,0,2.17,High,7.1,2.064,5.009,1.343,3.509,10.66,1.953,0.489,0.139,0.442,1.004,0.723
Gombe,Yam,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,No,29.8,69.3,4,1,1,0,2.65,Low,6.723,1.893,4.707,1.416,3.951,10.683,0.742,1.215,0.308,0.43,1.019,2.65
Plateau,Wheat,Dry Season,Silt,Mixed,Flood,Yes,No,Yes,22.4,52.4,20,6,1,1,0.2,Medium,6.618,1.904,4.657,1.16,2.728,10.02,1.528,0.693,0.254,0.427,1.009,0.033
Niger,Millet,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,28.3,78.4,12,3,1,1,2.82,Medium,6.934,2.108,4.419,0.708,0.693,11.016,1.461,1.179,1.701,0.361,1.062,0.94
Jigawa,Sorghum,Dry Season,Loamy,Rain-Fed,Drip,No,No,No,28.06,54.2,7,7,1,1,0.2,Low,6.879,1.887,3.938,1.545,3.006,9.895,1.182,0.351,0.117,0.518,1.181,0.029
Sokoto,Cassava,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,Yes,29.7,48.8,0,6,0,1,2.5,Medium,7.338,1.989,4.078,1.712,2.681,11.134,1.589,0.536,0.2,0.609,1.209,0.417
Yobe,Sorghum,Dry Season,Clay,Irrigation,Drip,No,No,Yes,33.3,64.5,2,6,1,1,1.43,Medium,6.732,2.001,4.258,0.0,2.272,11.134,1.358,0.095,0.042,0.516,1.076,0.238
Kaduna,Rice,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,29.3,94.6,5,2,1,1,1.82,Medium,6.615,2.062,4.701,1.77,2.851,11.177,1.399,1.406,0.493,0.31,0.978,0.91
Jigawa,Rice,Dry Season,Clay,Rain-Fed,Flood,No,No,Yes,26.9,62.6,1,5,1,0,2.87,Low,6.608,1.91,4.238,0.0,3.353,11.221,1.131,2.17,0.647,0.43,1.075,0.574
Katsina,Millet,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,30.6,80.0,13,3,0,1,2.66,Medium,7.143,1.793,4.143,1.797,3.3,10.166,1.278,1.256,0.381,0.382,1.203,0.887
Kaduna,Sorghum,Dry Season,Clay,Irrigation,Sprinkler,No,No,No,26.4,69.4,5,5,1,1,4.09,Medium,6.815,1.901,4.932,1.44,2.986,9.543,1.411,0.747,0.25,0.38,0.997,0.818
Zamfara,Wheat,Dry Season,Loamy,Irrigation,Flood,Yes,No,Yes,24.1,56.2,12,2,1,1,3.22,High,6.698,1.837,4.502,1.128,3.135,11.181,1.884,1.788,0.57,0.429,1.057,1.61
Niger,Cowpea,Rainy Season,Loamy,Irrigation,Flood,Yes,No,No,29.0,99.0,9,4,0,1,4.82,High,6.804,1.987,4.244,1.918,3.584,11.021,1.85,0.322,0.09,0.293,1.092,1.205
Adamawa,Yam,Rainy Season,Sandy,Rain-Fed,Sprinkler,No,Yes,No,24.8,72.1,15,1,1,0,2.55,Low,6.925,1.761,4.094,1.778,3.195,10.585,1.157,1.316,0.412,0.344,1.183,2.55
Zamfara,Soybean,Rainy Season,Sandy,Mixed,None,Yes,No,Yes,27.3,74.7,7,3,1,0,3.45,Medium,6.954,1.962,4.606,1.679,3.547,10.332,1.617,0.095,0.027,0.365,1.059,1.15
Kaduna,Groundnut,Rainy Season,Sandy,Rain-Fed,Flood,No,Yes,No,28.18,64.9,19,3,1,0,3.14,Low,6.649,1.942,4.193,2.115,2.001,10.408,1.366,1.233,0.616,0.434,1.084,1.047
Gombe,Wheat,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,18.4,65.8,12,5,0,1,1.48,Medium,6.835,2.103,4.552,1.761,3.475,11.205,1.459,1.085,0.312,0.28,1.027,0.296
Zamfara,Sorghum,Rainy Season,Silt,Mixed,Flood,Yes,No,Yes,27.2,73.9,12,7,0,0,0.2,Medium,7.17,1.917,4.699,1.486,2.282,11.095,1.286,0.703,0.308,0.368,1.084,0.029
Plateau,Soybean,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,No,Yes,26.1,45.1,0,1,1,1,1.84,Low,5.303,2.018,4.016,1.964,3.073,11.371,0.811,0.131,0.043,0.579,0.879,1.84
Sokoto,Cowpea,Rainy Season,Silt,Mixed,Flood,Yes,Yes,No,21.0,44.9,7,1,0,0,3.24,Medium,7.04,2.019,4.587,2.206,3.945,10.478,1.176,1.04,0.264,0.468,1.066,3.24
Gombe,Wheat,Rainy Season,Silt,Rain-Fed,Flood,No,Yes,No,32.6,68.3,14,7,1,1,2.25,Low,6.618,1.917,4.171,1.486,1.649,10.662,1.082,1.463,0.887,0.477,1.087,0.321
Taraba,Maize,Rainy Season,Sandy,Mixed,Flood,Yes,Yes,Yes,21.4,91.6,11,5,0,1,2.56,Medium,6.622,2.006,2.923,1.562,2.934,10.654,1.581,1.258,0.429,0.234,1.343,0.512
Kaduna,Soybean,Rainy Season,Clay,Irrigation,Drip,Yes,No,No,32.7,49.9,3,5,0,1,2.41,Low,6.378,2.062,4.428,1.484,0.693,10.883,1.141,0.77,1.111,0.655,0.983,0.482
Katsina,Wheat,Rainy Season,Clay,Mixed,Flood,Yes,Yes,No,25.4,65.9,2,5,0,1,2.2,Low,6.688,2.135,4.625,1.43,1.775,10.894,1.238,1.662,0.936,0.385,0.989,0.44
Katsina,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,34.9,76.3,2,6,1,1,2.01,Medium,6.938,1.993,4.154,0.0,3.296,11.017,1.191,0.936,0.284,0.457,1.129,0.335
Plateau,Soybean,Dry Season,Silt,Rain-Fed,Flood,Yes,No,Yes,22.9,65.0,8,4,0,0,2.46,Medium,7.169,2.092,4.718,1.338,3.418,10.714,1.437,1.118,0.327,0.352,1.053,0.615
Sokoto,Millet,Dry Season,Loamy,Irrigation,Sprinkler,Yes,No,No,22.0,64.8,10,5,0,1,2.21,Medium,6.322,1.995,4.286,1.495,3.831,10.825,1.456,0.997,0.26,0.34,1.007,0.442
Yobe,Yam,Dry Season,Silt,Irrigation,Flood,No,Yes,Yes,22.5,51.6,9,1,1,0,0.43,Medium,6.592,1.949,4.649,1.589,3.453,11.131,1.281,1.677,0.486,0.436,0.999,0.43
Kano,Yam,Dry Season,Clay,Rain-Fed,Flood,No,No,Yes,25.7,59.1,0,3,1,0,0.2,Low,7.006,2.033,4.421,1.988,2.293,11.174,1.351,1.238,0.54,0.435,1.086,0.067
Kano,Yam,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,No,28.8,51.0,4,4,0,0,1.51,Medium,7.2,1.873,3.714,1.686,3.503,10.721,1.513,0.131,0.037,0.565,1.289,0.378
Yobe,Rice,Rainy Season,Sandy,Rain-Fed,Flood,No,Yes,Yes,28.9,41.6,13,2,0,0,3.42,Low,6.174,1.989,4.899,1.699,2.773,11.419,1.256,0.884,0.319,0.695,0.896,1.71
Kebbi,Cassava,Rainy Season,Clay,Mixed,Flood,Yes,Yes,No,38.2,69.3,7,3,1,1,6.1,Medium,6.856,2.12,3.723,1.842,2.885,11.251,1.463,1.072,0.372,0.551,1.173,2.033
Kebbi,Cowpea,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,26.3,66.4,0,2,1,1,3.34,High,7.124,1.853,4.164,2.102,2.416,11.02,1.953,0.615,0.255,0.396,1.184,1.67
Kaduna,Yam,Dry Season,Sandy,Irrigation,Drip,Yes,Yes,Yes,27.86,57.5,5,4,1,0,4.02,High,6.698,2.004,4.426,1.128,2.688,11.146,1.953,1.627,0.605,0.485,1.042,1.005
Plateau,Sorghum,Dry Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,31.4,62.0,13,2,0,0,2.52,High,7.005,1.957,4.211,1.775,2.833,10.783,1.904,1.289,0.455,0.506,1.136,1.26
Plateau,Cassava,Rainy Season,Clay,Irrigation,Drip,No,Yes,Yes,22.0,58.6,17,3,1,0,1.87,Medium,6.919,2.058,3.638,1.369,3.27,10.859,1.428,2.17,0.664,0.375,1.215,0.623
Zamfara,Groundnut,Rainy Season,Loamy,Mixed,Drip,Yes,Yes,Yes,35.1,70.2,11,3,0,0,3.01,Medium,7.03,1.892,3.414,1.973,3.219,11.182,1.099,1.409,0.438,0.5,1.325,1.003
Yobe,Cassava,Rainy Season,Silt,Irrigation,None,No,No,Yes,27.3,41.4,7,1,0,1,2.03,Medium,7.087,2.007,3.918,1.78,3.091,10.531,1.099,0.457,0.148,0.659,1.196,2.03
Yobe,Soybean,Rainy Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,28.4,47.3,6,2,1,0,1.88,Low,6.567,1.853,4.19,1.311,2.61,10.707,0.588,0.723,0.277,0.6,1.087,0.94
Katsina,Sorghum,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,33.5,59.1,10,5,1,0,4.61,Medium,6.612,1.758,4.973,0.095,3.421,10.457,1.619,0.912,0.267,0.567,0.982,0.922
Katsina,Wheat,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,32.5,63.9,12,5,0,1,2.88,High,7.104,1.954,4.627,1.541,1.974,10.544,1.668,1.072,0.543,0.509,1.079,0.576
Gombe,Sorghum,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,26.0,69.3,7,3,1,0,3.4,Medium,6.334,1.637,4.361,1.154,3.558,10.502,1.522,1.144,0.322,0.375,1.056,1.133
Katsina,Rice,Rainy Season,Sandy,Irrigation,Drip,No,Yes,Yes,30.6,34.9,0,4,0,0,5.0,Medium,6.606,1.985,4.789,1.673,2.97,10.854,1.166,1.112,0.374,0.877,0.975,1.25
Niger,Yam,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,29.0,57.8,8,3,0,0,2.73,Medium,6.329,1.991,3.995,1.332,3.484,11.009,1.099,0.095,0.027,0.502,1.057,0.91
Sokoto,Groundnut,Dry Season,Loamy,Rain-Fed,Drip,No,Yes,Yes,29.2,58.7,7,5,1,1,1.01,Medium,7.061,1.987,4.587,1.502,2.434,10.968,1.953,0.278,0.114,0.497,1.074,0.202
Benue,Yam,Dry Season,Sandy,Irrigation,None,No,Yes,Yes,26.5,72.0,19,1,0,1,2.82,Medium,6.487,2.039,4.909,1.03,3.207,10.465,1.335,0.713,0.222,0.368,0.934,2.82
Yobe,Maize,Rainy Season,Loamy,Mixed,Sprinkler,Yes,Yes,No,28.0,41.2,20,4,1,0,2.99,Medium,6.549,2.093,4.745,1.673,3.395,10.929,1.472,0.871,0.257,0.68,0.958,0.748
Bauchi,Groundnut,Rainy Season,Loamy,Irrigation,Drip,Yes,No,No,30.6,67.8,11,4,1,0,1.99,Medium,6.658,2.202,4.649,1.182,3.211,11.273,1.418,0.239,0.074,0.451,0.972,0.498
Adamawa,Maize,Dry Season,Sandy,Rain-Fed,Flood,Yes,No,No,20.2,41.9,7,5,1,1,4.0,Low,6.407,1.785,4.905,1.703,3.14,11.036,0.824,0.095,0.03,0.482,0.958,0.8
Bauchi,Wheat,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,No,28.3,80.6,16,2,0,0,2.5,Low,6.401,1.966,4.505,0.698,2.948,10.764,1.176,1.314,0.446,0.351,0.989,1.25
Adamawa,Groundnut,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,22.2,54.9,6,4,1,1,3.5,High,6.914,2.061,4.52,1.376,1.163,10.934,1.834,0.239,0.206,0.404,1.051,0.875
Adamawa,Yam,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,20.6,70.0,16,8,1,1,2.45,Medium,6.185,1.905,5.169,1.452,3.721,9.953,1.27,0.262,0.07,0.294,0.874,0.306
Zamfara,Rice,Dry Season,Sandy,Irrigation,Flood,Yes,Yes,No,27.0,89.3,15,2,1,0,0.28,Medium,6.786,2.037,3.993,2.116,3.538,10.423,1.609,0.737,0.208,0.302,1.125,0.14
Kano,Wheat,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,20.2,50.8,10,4,1,0,2.83,Medium,6.813,2.029,4.419,1.394,2.721,10.581,1.511,1.459,0.536,0.398,1.057,0.708
